CUSTOMER,ITEM,VENDOR,COMMODITY CODE,PRICE Level,UNIT PRICE
MISSION BBQ DOVER LLC,SN200V-3L Black FOAM HINGE CONTVENTED  CONTAINER 1-COMPT 200/,3720 GENPAK LLC,CONTAINER HINGED FOAM,Custom,120114
MISSION BBQ DOVER LLC,HK1975A HOUSEHOLD ROLL TOWEL12/CS UNIVERSAL KRAFT 210SHT 12/CS,10620 ESSITY PROFESSIONAL HYGIENE,TOWEL HOUSEHOLD,Custom,451975
MISSION BBQ DOVER LLC,82019 HANDI-MAX FULL STEAM PANDEEP   50/CS,3900 HFA INC.,STEAM PAN ALUMINUM,Custom,372025
MISSION BBQ DOVER LLC,CXP-4047X 40X47 Black Canliner 100 1.7MIL   COEX MICROBAN,340 ALUF PLASTICS DIVISION,CANLINER LIN/LOW,Custom,500124
MISSION BBQ DOVER LLC,990651 EASY PAKS  2/90CTALL PURPOSE CLEANER,10781 DIVERSEY INC,ODOR CONTROL,Custom,511246
MISSION BBQ DOVER LLC,FH517 HWPS BLACK FORK 1M/CS,3735 GEORGIA-PACIFIC CORPORATION,CUTLERY HWPS BULK,Custom,130174
MISSION BBQ DOVER LLC,200APBS 2OZ Black PLAS SOUFFLE2500/CS  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SOUFFLE PLASTIC,Custom,031526
MISSION BBQ DOVER LLC,40X48 16MIC Clear Canliner 10/25/CS 40-45 GALLON,4519 I.B.S. SOLUTIONS CORP,CANLINER HIGH DENSITY ROLL,Custom,504491
MISSION BBQ DOVER LLC,200APL 2OZ SOUFFLE LID 2500/CS2OZ AND 1.5OZ  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,LIDS SOUFFLE,Custom,031530
MISSION BBQ DOVER LLC,2108C-1 8OZ SQUEEZE BOTTLESTOCK 12/CS HINGED WHITE TOP,11545 TABLECRAFT PRODUCTS CO. INC.,SQUEEZE BOTTLES,Custom,212804
MISSION BBQ DOVER LLC,SH517 HWPS Black SOUPSPOON 1M/CS,3735 GEORGIA-PACIFIC CORPORATION,CUTLERY HWPS BULK,Custom,130173
MISSION BBQ DOVER LLC,CH2-32 32OZ Black RECT CONTAINERMICROWAVEABLE 200/CS,8897 PLACON CORPORATION,CONTAINER MICROWAVE,Custom,121174
MISSION BBQ DOVER LLC,POWDER FREE GLOVE MD SYNTHETIC10/100  MED  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SYNTHETIC GLOVES,Custom,330939
MISSION BBQ DOVER LLC,1 GAL PLASTIC DAIRY JUG 48/CS2173GBA  GALLON,5850 KOLS CONTAINERS  INC.,BOTTLES/JUGS,Custom,989702
MISSION BBQ DOVER LLC,MISSION BBQ KRAFT SHOPPER12X9X15.5 BROWN KRAFT 200/CS,3283 FLEXO CONVERTERS USA  INC.,SHOPPERS BROWN,Custom,MIS125
MISSION BBQ DOVER LLC,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,510793
MISSION BBQ DOVER LLC,BLACK CHAFER RACK FULL SZ 24/CWIRE FRAME,7090 MARYLAND PLASTICS INC.,CHAFER,Custom,229304
MISSION BBQ DOVER LLC,31437 15X17 KRAFT DINNER NAP1/8 FLD 2PLY 12/250CT 3M/CS,3735 GEORGIA-PACIFIC CORPORATION,NAPKINS DINNER,Custom,439437
MISSION BBQ DOVER LLC,176939 16X16 Black DINNER NAP1200/CS 2PLY 1/8 FOLD,2772 DUNI INC.,NAPKINS DINNER,Custom,430966
MISSION BBQ DOVER LLC,YMI6E 6" BLACK PLASTIC PLATEIMPACT 1M/CS,8720 PACTIV LLC,PLATE IMPACT PLASTIC,Custom,042310
MISSION BBQ DOVER LLC,HR18PPBK 18" RND Black TRAY 25/CATER TRAY,4472 FINELINE SETTINGS,ROUND CATER TRAY POLYSTYRENE PS,Custom,080297
MISSION BBQ DOVER LLC,MENS WHT STRING GLOVE 25DZ/CS*SEE NOTES*,10677 THE SAFETY ZONE LLC,COTTON GLOVES,Custom,333080
MISSION BBQ DOVER LLC,2049-00-100FC HALF STEAM LIDFULL CURL 100/CS,3900 HFA INC.,STEAM PAN ALUMINUM,Custom,372041
MISSION BBQ DOVER LLC,DELI RECEIPT TAPE THERMAL 50/C19050  3-1/8X273'/RL  .45" ID,4491 INDOOR MEDIA,THERMAL PAPER,Custom,261296
MISSION BBQ DOVER LLC,8 1/2X11 COPY PAPER 10/500 95 BRIGHT EXCELLENT WHITE BOX,7665 NATIONAL PAPER & PLASTICS CO.,PAPER COPY,Custom,600010
MISSION BBQ ANNAPOLIS #2,WHBRG-HOAGIE HOAGIE HINGEWARE250/CS WHITE SUGARCANE,3711 ECO-PRODUCTS  PBC,FIBER HINGE,Custom,150326
MISSION BBQ ANNAPOLIS #2,POLYPRO PK LID Clear DELI 500/,3120 FABRI KAL CORP.,LIDS DELI,Custom,031669
MISSION BBQ ANNAPOLIS #2,DMR-22 22OZ MISSION BBQ COLDPAPER CUP    1200/CS,3190 GRAPHIC PACKAGING INT'L LLC,CUPS COLD PAPER,Custom,834122
MISSION BBQ ANNAPOLIS #2,MISSION BBQ KRAFT SHOPPER12X9X15.5 BROWN KRAFT 200/CS,3283 FLEXO CONVERTERS USA  INC.,SHOPPERS BROWN,Custom,MIS125
MISSION BBQ ANNAPOLIS #2,RPTHLD4 4oz HINGED DELI CONT400/CS,2975 EATERY ESSENTIALS,CONTAINER DELI,Custom,124070
MISSION BBQ ANNAPOLIS #2,FH517 HWPS BLACK FORK 1M/CS,3735 GEORGIA-PACIFIC CORPORATION,CUTLERY HWPS BULK,Custom,130174
MISSION BBQ ANNAPOLIS #2,SN200V-3L Black FOAM HINGE CONTVENTED  CONTAINER 1-COMPT 200/,3720 GENPAK LLC,CONTAINER HINGED FOAM,Custom,120114
MISSION BBQ ANNAPOLIS #2,Large Black Nitrile Gloves 1M/CS,10200 AMERCARE ROYAL  LLC,NITRILE GLOVES,Custom,330305
MISSION BBQ ANNAPOLIS #2,6600428 GEL SANITIZER 12/2OZ0,2830 ECOLAB INC.,SANITIZER HAND,Custom,513697
MISSION BBQ ANNAPOLIS #2,105065 WHT PEAKSERVE TOWEL 12/TORK ADV,10620 ESSITY PROFESSIONAL HYGIENE,TOWEL MULTIFOLD,Custom,450065
MISSION BBQ ANNAPOLIS #2,6117583 DIP IT-XP(NEW)8/1.75#POWDERED DESTAINER 17583,2830 ECOLAB INC.,LAUNDRY CHEMICAL,Custom,513086
MISSION BBQ ANNAPOLIS #2,6110625 OASIS 115XP 2.5GALAMMONIATED FLOOR CLNR 10625,2830 ECOLAB INC.,CLEANER FLOOR,Custom,513200
MISSION BBQ ANNAPOLIS #2,1/6 40/40 TWIN SACK KRAFT 400/DW40NP4CES 80091,2780 DURO HILEX POLY LLC,BAG SACKS,Custom,010017
MISSION BBQ ANNAPOLIS #2,S/S SPONGES S730/6 6/12/CS,11057 SOUTH WING HING,SPONGES METAL,Custom,510321
MISSION BBQ ANNAPOLIS #2,6125395 SOLID BRILLIANCE 2CS2.5# RINSE ADDITIVE 25395,2830 ECOLAB INC.,RINSE AID,Custom,513916
MISSION BBQ ANNAPOLIS #2,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,510793
MISSION BBQ ANNAPOLIS #2,MFKTN KIT F K,T-S,& NAP 250/CMWPP FKT-N   WHITE,7665 NATIONAL PAPER & PLASTICS CO.,CUTLERY KITS,Custom,130421
MISSION BBQ WAUGH CHAPEL LLC,WHT POLYPRO FORK 1M/CSMWPP,7665 NATIONAL PAPER & PLASTICS CO.,CUTLERY MWPP,Custom,130400
GOOD SPOON,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,510793
GOOD SPOON,8# KRAFT SO BAGS 500/CS6-1/8x4x12-3/8  18408,669 ROSENBLOOM GROUPE INC.,BAGS GROCERY KRAFT,Custom,010153
GOOD SPOON,393 12X12 ECOKRAFT I-RAP 2M/CSWRAP,8796 BAGCRAFTPAPERCON,SANDWICH WRAP,Custom,010393
GOOD SPOON,5342CD 12oz PERFECT TOUCH 1MCS,3735 GEORGIA-PACIFIC CORPORATION,CUPS HOT,Custom,034206
GOOD SPOON,10X5X13 60# BROWN MISSY SHPRNK-100513   250/CS,3283 FLEXO CONVERTERS USA  INC.,SHOPPERS BROWN,Custom,012213
GOOD SPOON,38X58 1.7MIL Black Canliner 100/CSVCX-3858X FLAT PK,340 ALUF PLASTICS DIVISION,CANLINER LIN/LOW,Custom,501348
CITY OF NEWPORT NEWS,315384 RESTROOM CLEANER 4/10OZHARD SURFACE  TRUSHOT 2.0,2496 DEB USA  INC.,RESTROOM CLEANER,Custom,511847
CITY OF NEWPORT NEWS,1451-DZ VINYL URINAL SCREEN 1212EA/BX CHERRY SCENT,4430 IMPACT PRODUCTS,URNINAL SCREENS,Custom,510458
NOBLES BAR & GRILL,RK16 16OZ TRANS CUP 1M/CS,3120 FABRI KAL CORP.,CUP TRANSLUCENT,Custom,030706
NOBLES BAR & GRILL,RK12 12oz TRANS CUP 1M/CS,3120 FABRI KAL CORP.,CUP TRANSLUCENT,Custom,030646
NOBLES BAR & GRILL,Y7 7OZ TRANS RIBBED CUP 2500/C,2440 DART CONTAINER CORPORATION,CUP TRANSLUCENT,Custom,052609
NOBLES BAR & GRILL,RK3 TRANS 3 OZ CUP 2500/CS,3120 FABRI KAL CORP.,CUP TRANSLUCENT,Custom,030636
NOBLES BAR & GRILL,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,510793
NOBLES BAR & GRILL,MFW WHITE MULTIFOLD TOWEL 12/334/CSCHESAPEAKE WHT,77 ACI INDUSTRIES,TOWEL MULTIFOLD,Custom,450208
NOBLES BAR & GRILL,410136 WHT HOUSEHOLD TOWEL 30/85SHT/ROLL 2 PLY 11X8.8,7728 NP&PC - SOFIDEL,TOWEL HOUSEHOLD,Custom,450247
NOBLES BAR & GRILL,40X46 14MIC Clear Canliner 250/CS40-45 GALLON CORELESS RL 10/25,4075 HERITAGE BAG COMPANY,CANLINER HIGH DENSITY ROLL,Custom,500249
MAD RIVER BAR & GRILLE,PET12 12OZ PET Clear CUP 1M/CS14OZ FLUSH  PTC14-D98,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,100344
MAD RIVER BAR & GRILLE,PET16 16OZ CLEAR PET CUP 1MPTC16-D98,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,100345
MISSION BBQ HAMPTON VA LLC,HK1975A HOUSEHOLD ROLL TOWEL12/CS UNIVERSAL KRAFT 210SHT 12/CS,10620 ESSITY PROFESSIONAL HYGIENE,TOWEL HOUSEHOLD,Custom,451975
MISSION BBQ HAMPTON VA LLC,MED POWDER FREE GLOVE VINYL 1M10/100  VFM   CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,VINYL GLOVES,Custom,330935
MISSION BBQ HAMPTON VA LLC,MISSION BBQ KRAFT SHOPPER12X9X15.5 BROWN KRAFT 200/CS,3283 FLEXO CONVERTERS USA  INC.,SHOPPERS BROWN,Custom,MIS125
MISSION BBQ HAMPTON VA LLC,2108C-1 8OZ SQUEEZE BOTTLESTOCK 12/CS HINGED WHITE TOP,11545 TABLECRAFT PRODUCTS CO. INC.,SQUEEZE BOTTLES,Custom,212804
MISSION BBQ HAMPTON VA LLC,CF755-050 5oz ALL PURP Black 1M/,1520 D&W FINE PACK LLC,CONTAINER ALL PURPOSE,Custom,140080
MISSION BBQ HAMPTON VA LLC,38X60 16MIC Clear Canliner 8/25/CS 60 GALLON,4519 I.B.S. SOLUTIONS CORP,CANLINER HIGH DENSITY ROLL,Custom,503866
MISSION BBQ HAMPTON VA LLC,SN200V-3L Black FOAM HINGE CONTVENTED  CONTAINER 1-COMPT 200/,3720 GENPAK LLC,CONTAINER HINGED FOAM,Custom,120114
MISSION BBQ HAMPTON VA LLC,CL255-0501H1 5/8oz FLAT LID 1M,1520 D&W FINE PACK LLC,SINGLE SERVE BOWL/LID,Custom,141083
MISSION BBQ HAMPTON VA LLC,LCRSAL-22 PET FLAT CLEAR SLOTLID 12-22OZ   1M/CS,3190 GRAPHIC PACKAGING INT'L LLC,LIDS COLD CUP,Custom,033855
MISSION BBQ HAMPTON VA LLC,59100 9X10 POP UP FOIL 6/500,3900 HFA INC.,FOIL SHEETS,Custom,391110
MISSION BBQ HAMPTON VA LLC,MENS WHT STRING GLOVE 25DZ/CS*SEE NOTES*,10677 THE SAFETY ZONE LLC,COTTON GLOVES,Custom,333080
MISSION BBQ HAMPTON VA LLC,SH517 HWPS Black SOUPSPOON 1M/CS,3735 GEORGIA-PACIFIC CORPORATION,CUTLERY HWPS BULK,Custom,130173
MISSION BBQ HAMPTON VA LLC,82019 HANDI-MAX FULL STEAM PANDEEP   50/CS,3900 HFA INC.,STEAM PAN ALUMINUM,Custom,372025
MISSION BBQ HAMPTON VA LLC,12" X 15" BBQ TRAY  LINER 2M/CECO NATURAL BUTCHER PAPER,3825 GORDON PAPER COMPANY INC.,BUTCHERS PAPER,Custom,020107
MISSION BBQ HAMPTON VA LLC,M510032 4-CUP TRAY 300/CS8-32oz,8720 PACTIV LLC,TRAY FIBER,Custom,200056
MISSION BBQ HAMPTON VA LLC,FH517 HWPS BLACK FORK 1M/CS,3735 GEORGIA-PACIFIC CORPORATION,CUTLERY HWPS BULK,Custom,130174
MISSION BBQ HAMPTON VA LLC,KH517 HWPS BLACK KNIFE 1M/CS,3735 GEORGIA-PACIFIC CORPORATION,CUTLERY HWPS BULK,Custom,130175
MISSION BBQ HAMPTON VA LLC,DLTI402SSPET 30OZ CLR PET LID 1M/CS,1023 BERRY GLOBAL,LIDS COLD CUP,Custom,112427
MISSION BBQ HAMPTON VA LLC,51808 18X500 HEAVY FOIL ROLL,3900 HFA INC.,FOIL ROLLS,Custom,390034
MISSION BBQ HAMPTON VA LLC,AW182 18X2M ANCHOR WRAP FILMWITH  SLIDE CUTTER,570 ANCHOR PACKAGING INC.,FILM FOODSERVICE,Custom,310117
MISSION BBQ HAMPTON VA LLC,H180 1 PLY WHT C-FOLD TOWEL12/200/CS 2400/CS,1745 CASCADES TISSUE GROUP,TOWEL C-FOLD,Custom,431348
RUSTY SCUPPER,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,510793
THEO'S STEAKS & SPIRITS REHOBO,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,510793
THEO'S STEAKS & SPIRITS REHOBO,S/S SPONGES S730/6 6/12/CS,11057 SOUTH WING HING,SPONGES METAL,Custom,510321
THEO'S STEAKS & SPIRITS REHOBO,3# KRAFT SO BAGS 500/BDL18403,2780 DURO HILEX POLY LLC,BAGS GROCERY KRAFT,Custom,010006
THEO'S STEAKS & SPIRITS REHOBO,6# KRFT SO BAGS  500/CS 6x3-5/8x11  18406,2780 DURO HILEX POLY LLC,BAGS GROCERY KRAFT,Custom,010047
THEO'S STEAKS & SPIRITS REHOBO,ICE & SNOW MELT GREEN 50#PREMIUM 49/PLT,7386 MELTCO INC.,ICE MELT,Custom,510881
THEO'S STEAKS & SPIRITS REHOBO,ALO-16BH COLANDER ALUM 16QTEA -,13286 WINCO MFG.,STRAINERS,Custom,222230
LEVY WASHINGTON NATIONALS,120051 17X17 LINEN LIKE NAPKIN300/CS 1/8FOLD WHT GREEK KEY,4150 HOFFMASTER GROUP INC,NAPKINS DINNER,Custom,430051
LEVY WASHINGTON NATIONALS,CXP-4347X 43X47 Black Canliner1.7MIL  COEX MICROBAN 100/C,340 ALUF PLASTICS DIVISION,CANLINER LIN/LOW,Custom,500029
LEVY WASHINGTON NATIONALS,18"X1500' 80GA STRETCH 4/CSHAND FILM,10896 SIGMA STRETCH FILM,PALLET WRAP HAND,Custom,610142
LEVY WASHINGTON NATIONALS,DPPFCF16T-PPL PP CLEAR LID 1M/FITS 8/12/16T PAPER FOOD CONT,2975 EATERY ESSENTIALS,LID POLYPRO PP FOOD CONTAINER,Custom,031191
LEVY WASHINGTON NATIONALS,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,510793
LEVY WASHINGTON NATIONALS,456 FOIL HOT DOG BAG 1M/C3.5X1.5X9 UNPRINTED,8796 BAGCRAFTPAPERCON,BAG HOTDOG,Custom,010830
LEVY WASHINGTON NATIONALS,DISPENSE-A-NAP-B KRAFT 12/500/INTERFOLD 6.5X8.85,1016 BERK INTERNATIONAL,NAPKINS FOR DISPENSER,Custom,430014
LEVY WASHINGTON NATIONALS,20603 WHT C-FOLD TOWEL 2400/CSACCLAIM,3735 GEORGIA-PACIFIC CORPORATION,TOWEL C-FOLD,Custom,450206
LEVY WASHINGTON NATIONALS,17X17 WHITE GEN PURPOSE WIPERSHOP TOWEL CHESAPEAKE 100/CS,1023 BERRY GLOBAL,WIPER HEAVY DUTY,Custom,450800
CAPTAIN JAMES RESTAURANT,YMI9E 9" BLACK PLASTIC PLATEIMPACT  400/CS,8720 PACTIV LLC,PLATE IMPACT PLASTIC,Custom,042312
CAPTAIN JAMES RESTAURANT,36/70 KRAFT ROLLCRAB TABLE PAPER  390',3825 GORDON PAPER COMPANY INC.,KRAFT ROLL PAPER,Custom,020616
CAPTAIN JAMES RESTAURANT,290088 KRAFT TORK ROLL TOWEL 6/700',10620 ESSITY PROFESSIONAL HYGIENE,TOWEL ROLL,Custom,452900
CAPTAIN JAMES RESTAURANT,38X58 1.7MIL Black Canliner 100/CSVCX-3858X FLAT PK,340 ALUF PLASTICS DIVISION,CANLINER LIN/LOW,Custom,501348
CAPTAIN JAMES RESTAURANT,PET16 16OZ CLEAR PET CUP 1MPTC16-D98,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,100345
CAPTAIN JAMES RESTAURANT,168386 2PLY BLACK BEVNAP 2400/2400/CS 10X10,2772 DUNI INC.,NAPKIN BEVERAGE,Custom,430761
MARYLAND LIVE CASINO,LIVE! 12OZ PET COLD CUP 1M/CS14OZ FLUSH,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,803318
MARYLAND LIVE CASINO,MI7EY 7" BLACK PLASTIC PLATE1M/CS,8720 PACTIV LLC,PLATE IMPACT PLASTIC,Custom,042311
MARYLAND LIVE CASINO,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,510793
MARYLAND LIVE CASINO,POWDER FREE GLOVE EXTRA LARGE SYNTHETIC10/100    CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SYNTHETIC GLOVES,Custom,330941
MARYLAND LIVE CASINO,20603 WHT C-FOLD TOWEL 2400/CSACCLAIM,3735 GEORGIA-PACIFIC CORPORATION,TOWEL C-FOLD,Custom,450206
MISS SHIRLEY'S PRATT STREET,500233 4" LACE DOILIES 1M/CS,4150 HOFFMASTER GROUP INC,DOILIES,Custom,420031
MISS SHIRLEY'S PRATT STREET,1/2"X16' CARTRIDGE RIBBON 6/bxRED/BLACK,4491 INDOOR MEDIA,REGESTER TAP RFS,Custom,261514
MISS SHIRLEY'S PRATT STREET,RPH144LTBK28 BLACK HAIRNET144/BX 20BX/CS,10200 AMERCARE ROYAL  LLC,HATS/HAIRNETS,Custom,330519
MISS SHIRLEY'S PRATT STREET,ACM122 12X2M FOODSERVICE FILM,570 ANCHOR PACKAGING INC.,FILM FOODSERVICE,Custom,310052
MISS SHIRLEY'S PRATT STREET,AW182 18X2M ANCHOR WRAP FILMWITH  SLIDE CUTTER,570 ANCHOR PACKAGING INC.,FILM FOODSERVICE,Custom,310117
MISS SHIRLEY'S PRATT STREET,83000.18081  21" PASTRY BAG HD10/CS 100/ROLL DISP - STOCK,11707 THERMOHAUSER OF AMERICA INC.,PASTRY BAGS-TIPS,Custom,218081
MISS SHIRLEY'S PRATT STREET,ACM182 18X2M FOODSERVICE FILM,570 ANCHOR PACKAGING INC.,FILM FOODSERVICE,Custom,310053
MISS SHIRLEY'S PRATT STREET,1/6 40/40 TWIN SACK KRAFT 400/DW40NP4CES 80091,2780 DURO HILEX POLY LLC,BAG SACKS,Custom,010017
MISS SHIRLEY'S PRATT STREET,POWDER FREE GLOVE EXTRA LARGE SYNTHETIC10/100    CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SYNTHETIC GLOVES,Custom,330941
MISS SHIRLEY'S PRATT STREET,200APL 2OZ SOUFFLE LID 2500/CS2OZ AND 1.5OZ  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,LIDS SOUFFLE,Custom,031530
MISS SHIRLEY'S PRATT STREET,200APBS 2OZ Black PLAS SOUFFLE2500/CS  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SOUFFLE PLASTIC,Custom,031526
MISS SHIRLEY'S PRATT STREET,8252 CHIX MICROBAN WIPER 150/C13X21 WHITE WITH RED STRIPE MED,1023 BERRY GLOBAL,WIPER FOODSERVICE,Custom,458852
MISS SHIRLEY'S PRATT STREET,4# KRAFT SO BAGS  500/CS5x3-1/8x9-3/4,669 ROSENBLOOM GROUPE INC.,BAGS GROCERY KRAFT,Custom,010151
MISS SHIRLEY'S PRATT STREET,WHBRG-6HW 6" COMPOSTABLE HINGE4/100/CS WHITE  SUGARCANE,3711 ECO-PRODUCTS  PBC,FIBER HINGE,Custom,150173
MISS SHIRLEY'S PRATT STREET,COMPOSTABLE WRP T-SPOON  1M/HIGH HEAT TO 190DEGREES  *SO*,3868 GREEN WAVE INTERNATIONAL INC,CUTLERY COMPOSTABLE,Custom,130542
MISS SHIRLEY'S PRATT STREET,PET16 16OZ CLEAR PET CUP 1MPTC16-D98,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,100345
MISS SHIRLEY'S PRATT STREET,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,510793
MISS SHIRLEY'S PRATT STREET,13X7X17 65#BROWN KRAFT SHOPPERRECYC SUPRMART  250/CS,3283 FLEXO CONVERTERS USA  INC.,SHOPPERS BROWN,Custom,012200
MISS SHIRLEY'S PRATT STREET,LG POWDER FREE VINYL GLOVE 1M/10/100/CS VFL  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,VINYL GLOVES,Custom,330936
MISS SHIRLEY'S PRATT STREET,FL12PET PET FLAT LID 10/100/CWITH  STRAW SLOT CHESAPEAKE,2975 EATERY ESSENTIALS,LIDS COLD CUP,Custom,100354
MISS SHIRLEY'S PRATT STREET,MED POWDER FREE GLOVE VINYL 1M10/100  VFM   CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,VINYL GLOVES,Custom,330935
MISS SHIRLEY'S PRATT STREET,VPL LG VINYL GLOVE 10/100/CSCHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,VINYL GLOVES,Custom,330932
MISS SHIRLEY'S PRATT STREET,325APBS 3.25OZ Black SOUFFLE2500/CS  PLASTIC  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SOUFFLE PLASTIC,Custom,031527
MISS SHIRLEY'S PRATT STREET,25# KRAFT SO BAGS  500/CS18424,2780 DURO HILEX POLY LLC,BAGS GROCERY KRAFT,Custom,010141
BRIGHTVIEW PERRY HALL,MFK Kraft Multifold Towel 4M/CS,77 ACI INDUSTRIES,TOWEL MULTIFOLD,Custom,450534
ERS OF CENTRAL VIRGINIA,43X47 XH Black Canliner 100VCX-4347 COEX FLAT PK 1.5MILEQ,340 ALUF PLASTICS DIVISION,CANLINER LIN/LOW,Custom,501347
ERS OF CENTRAL VIRGINIA,315385 RESTROOM DISINFECTANT4/10OZ MULTI-SURF TRUSHOT 2.0,2496 DEB USA  INC.,DISINFECTANTS,Custom,511850
PACKAGING CORP OF AMERICA,8J8 8OZ FOAM  CUP  40/25CS,2440 DART CONTAINER CORPORATION,CUP FOAM DRINK,Custom,050329
PACKAGING CORP OF AMERICA,ESSENTIALS PAPER TOWEL 30/CSPGC74657  40-SHEETS  BOUNTY,6246 ESSENDANT,TOWEL HOUSEHOLD,Custom,450114
PACKAGING CORP OF AMERICA,*** CXP-4347X 43X47 Black Canliner1.7MIL  COEX MICROBAN 100/C,340 ALUF PLASTICS DIVISION,CANLINER LIN/LOW,Custom,R500029
PACKAGING CORP OF AMERICA,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,510793
PACKAGING CORP OF AMERICA,MOP HEAD #24 RAYON CUT 12/CSWITH 5" BAND,8250 THE O'DELL CORPORATION,MOPS WET,Custom,517159
PACKAGING CORP OF AMERICA,28143 CENTER PULL TOWEL 4/560'SOFTPULL,3735 GEORGIA-PACIFIC CORPORATION,TOWEL CENTERPULL,Custom,450143
PACKAGING CORP OF AMERICA,101104494 GP FORWARD CLEANER,10781 DIVERSEY INC,CLEANER FLOOR,Custom,544517
ROGGENART ELLICOTT CITY,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,510793
ROGGENART ELLICOTT CITY,S/S SPONGES S730/6 6/12/CS,11057 SOUTH WING HING,SPONGES METAL,Custom,510321
ROGGENART ELLICOTT CITY,4500-88 BLACK UTILITY CART  EASTOCK,8822 RUBBERMAID COMMERCIAL PRODUCTS,UTILITY CARTS,Custom,554500B
ROGGENART ELLICOTT CITY,D253-06 LG BLUE LOOP MOP 6/CSBLEND WB,8822 RUBBERMAID COMMERCIAL PRODUCTS,MOPS WET,Custom,55D253
ROGGENART ELLICOTT CITY,AD04 4oz HINGED DELI CONT 400,3720 GENPAK LLC,CONTAINER DELI,Custom,122003
ROGGENART ELLICOTT CITY,AD64 64oz HINGED DELI FLAT 200,3720 GENPAK LLC,CONTAINER DELI,Custom,122006
ROGGENART ELLICOTT CITY,07512 KLING 9% HCL CLEANER12/CS F/BOWL AND URINAL,1065 BETCO CORPORATION,BOWL CLEANER,Custom,560075
MAD COW GRILL,71037 8/10 OZ WHT FOOD CONT1000/CS,1950 HUHTAMAKI,CONTAINER PAPER FOOD,Custom,040043
MAD COW GRILL,Heavyweight Polystyrene Black Knife  1m/cs,7665 NATIONAL PAPER & PLASTICS CO.,CUTLERY HWPS BULK,Custom,130436
MAD COW GRILL,200APBS 2OZ Black PLAS SOUFFLE2500/CS  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SOUFFLE PLASTIC,Custom,031526
MAD COW GRILL,2108C-1 8OZ SQUEEZE BOTTLESTOCK 12/CS HINGED WHITE TOP,11545 TABLECRAFT PRODUCTS CO. INC.,SQUEEZE BOTTLES,Custom,212804
ARAMARK FOODSERVICE RAVENS,FL12PET PET FLAT LID 10/100/CWITH  STRAW SLOT CHESAPEAKE,2975 EATERY ESSENTIALS,LIDS COLD CUP,Custom,100354
ARAMARK FOODSERVICE RAVENS,CHPP991B 1-COMP 9" HINGE CONTCHESAPEAKE  150/CS BLACK MFPP,7665 NATIONAL PAPER & PLASTICS CO.,POLYPRO HINGE,Custom,371251
ARAMARK FOODSERVICE RAVENS,7772-02 ES8 PURELL FOAM SOAP2/1200ML TF HEALTHCARE GENTLE,3790 GOJO INDUSTRIES INC.,SOAP HAND,Custom,511792
ARAMARK FOODSERVICE RAVENS,130211B 2PLY WIPER 330 2/CSTORK CENTERFEED REFILL,10620 ESSITY PROFESSIONAL HYGIENE,WIPER HEAVY DUTY,Custom,450218
ARAMARK FOODSERVICE RAVENS,LCRSAL-22 PET FLAT CLEAR SLOTLID 12-22OZ   1M/CS,3190 GRAPHIC PACKAGING INT'L LLC,LIDS COLD CUP,Custom,033855
