CUSTOMER,ITEM,VENDOR,COMMODITY CODE,PRICE Level,UNIT PRICE
MISSION BBQ DOVER LLC,2108C-1 8OZ SQUEEZE BOTTLESTOCK 12/CS HINGED WHITE TOP,11545 TABLECRAFT PRODUCTS CO. INC.,SQUEEZE BOTTLES,Custom,6.98
MISSION BBQ DOVER LLC,SH517 HWPS Black SOUPSPOON 1M/CS,3735 GEORGIA-PACIFIC CORPORATION,CUTLERY HWPS BULK,Custom,26.18
MISSION BBQ DOVER LLC,CH2-32 32OZ Black RECT CONTAINERMICROWAVEABLE 200/CS,8897 PLACON CORPORATION,CONTAINER MICROWAVE,Custom,26.59
MISSION BBQ DOVER LLC,POWDER FREE GLOVE MD SYNTHETIC10/100  MED  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SYNTHETIC GLOVES,Custom,72.04
MISSION BBQ DOVER LLC,1 GAL PLASTIC DAIRY JUG 48/CS2173GBA  GALLON,5850 KOLS CONTAINERS  INC.,BOTTLES/JUGS,Custom,23.27
MISSION BBQ DOVER LLC,MISSION BBQ KRAFT SHOPPER12X9X15.5 BROWN KRAFT 200/CS,3283 FLEXO CONVERTERS USA  INC.,SHOPPERS BROWN,Custom,49.68
MISSION BBQ DOVER LLC,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,8.48
MISSION BBQ DOVER LLC,BLACK CHAFER RACK FULL SZ 24/CWIRE FRAME,7090 MARYLAND PLASTICS INC.,CHAFER,Custom,55.44
MISSION BBQ DOVER LLC,31437 15X17 KRAFT DINNER NAP1/8 FLD 2PLY 12/250CT 3M/CS,3735 GEORGIA-PACIFIC CORPORATION,NAPKINS DINNER,Custom,55.80
MISSION BBQ DOVER LLC,176939 16X16 Black DINNER NAP1200/CS 2PLY 1/8 FOLD,2772 DUNI INC.,NAPKINS DINNER,Custom,44.04
MISSION BBQ DOVER LLC,YMI6E 6" BLACK PLASTIC PLATEIMPACT 1M/CS,8720 PACTIV LLC,PLATE IMPACT PLASTIC,Custom,32.58
MISSION BBQ DOVER LLC,HR18PPBK 18" RND Black TRAY 25/CATER TRAY,4472 FINELINE SETTINGS,ROUND CATER TRAY POLYSTYRENE PS,Custom,29.37
MISSION BBQ DOVER LLC,MENS WHT STRING GLOVE 25DZ/CS*SEE NOTES*,10677 THE SAFETY ZONE LLC,COTTON GLOVES,Custom,78.00
MISSION BBQ DOVER LLC,2049-00-100FC HALF STEAM LIDFULL CURL 100/CS,3900 HFA INC.,STEAM PAN ALUMINUM,Custom,15.98
MISSION BBQ DOVER LLC,DELI RECEIPT TAPE THERMAL 50/C19050  3-1/8X273'/RL  .45" ID,4491 INDOOR MEDIA,THERMAL PAPER,Custom,40.13
MISSION BBQ DOVER LLC,8 1/2X11 COPY PAPER 10/500 95 BRIGHT EXCELLENT WHITE BOX,7665 NATIONAL PAPER & PLASTICS CO.,PAPER COPY,Custom,3.813
MISSION BBQ ANNAPOLIS #2,WHBRG-HOAGIE HOAGIE HINGEWARE250/CS WHITE SUGARCANE,3711 ECO-PRODUCTS  PBC,FIBER HINGE,Custom,25.42
MISSION BBQ ANNAPOLIS #2,POLYPRO PK LID Clear DELI 500/,3120 FABRI KAL CORP.,LIDS DELI,Custom,25.00
MISSION BBQ ANNAPOLIS #2,DMR-22 22OZ MISSION BBQ COLDPAPER CUP    1200/CS,3190 GRAPHIC PACKAGING INT'L LLC,CUPS COLD PAPER,Custom,70.28
MISSION BBQ ANNAPOLIS #2,MISSION BBQ KRAFT SHOPPER12X9X15.5 BROWN KRAFT 200/CS,3283 FLEXO CONVERTERS USA  INC.,SHOPPERS BROWN,Custom,56.31
MISSION BBQ ANNAPOLIS #2,RPTHLD4 4oz HINGED DELI CONT400/CS,2975 EATERY ESSENTIALS,CONTAINER DELI,Custom,42.57
MISSION BBQ ANNAPOLIS #2,FH517 HWPS BLACK FORK 1M/CS,3735 GEORGIA-PACIFIC CORPORATION,CUTLERY HWPS BULK,Custom,29.67
MISSION BBQ ANNAPOLIS #2,SN200V-3L Black FOAM HINGE CONTVENTED  CONTAINER 1-COMPT 200/,3720 GENPAK LLC,CONTAINER HINGED FOAM,Custom,25.20
MISSION BBQ ANNAPOLIS #2,Large Black Nitrile Gloves 1M/CS,10200 AMERCARE ROYAL  LLC,NITRILE GLOVES,Custom,87.59
MISSION BBQ ANNAPOLIS #2,6600428 GEL SANITIZER 12/2OZ0,2830 ECOLAB INC.,SANITIZER HAND,Custom,14.00
MISSION BBQ ANNAPOLIS #2,105065 WHT PEAKSERVE TOWEL 12/TORK ADV,10620 ESSITY PROFESSIONAL HYGIENE,TOWEL MULTIFOLD,Custom,45.00
MISSION BBQ ANNAPOLIS #2,6117583 DIP IT-XP(NEW)8/1.75#POWDERED DESTAINER 17583,2830 ECOLAB INC.,LAUNDRY CHEMICAL,Custom,1.589
MISSION BBQ ANNAPOLIS #2,6110625 OASIS 115XP 2.5GALAMMONIATED FLOOR CLNR 10625,2830 ECOLAB INC.,CLEANER FLOOR,Custom,59.46
MISSION BBQ ANNAPOLIS #2,1/6 40/40 TWIN SACK KRAFT 400/DW40NP4CES 80091,2780 DURO HILEX POLY LLC,BAG SACKS,Custom,51.70
MISSION BBQ ANNAPOLIS #2,S/S SPONGES S730/6 6/12/CS,11057 SOUTH WING HING,SPONGES METAL,Custom,33.33
MISSION BBQ ANNAPOLIS #2,6125395 SOLID BRILLIANCE 2CS2.5# RINSE ADDITIVE 25395,2830 ECOLAB INC.,RINSE AID,Custom,53.135
MISSION BBQ ANNAPOLIS #2,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,8.48
MISSION BBQ ANNAPOLIS #2,MFKTN KIT F K,T-S,& NAP 250/CMWPP FKT-N   WHITE,7665 NATIONAL PAPER & PLASTICS CO.,CUTLERY KITS,Custom,11.54
MISSION BBQ WAUGH CHAPEL LLC,WHT POLYPRO FORK 1M/CSMWPP,7665 NATIONAL PAPER & PLASTICS CO.,CUTLERY MWPP,Custom,5.57
GOOD SPOON,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,8.48
GOOD SPOON,8# KRAFT SO BAGS 500/CS6-1/8x4x12-3/8  18408,669 ROSENBLOOM GROUPE INC.,BAGS GROCERY KRAFT,Custom,9.20
GOOD SPOON,393 12X12 ECOKRAFT I-RAP 2M/CSWRAP,8796 BAGCRAFTPAPERCON,SANDWICH WRAP,Custom,61.20
GOOD SPOON,5342CD 12oz PERFECT TOUCH 1MCS,3735 GEORGIA-PACIFIC CORPORATION,CUPS HOT,Custom,86.05
GOOD SPOON,10X5X13 60# BROWN MISSY SHPRNK-100513   250/CS,3283 FLEXO CONVERTERS USA  INC.,SHOPPERS BROWN,Custom,33.75
GOOD SPOON,38X58 1.7MIL Black Canliner 100/CSVCX-3858X FLAT PK,340 ALUF PLASTICS DIVISION,CANLINER LIN/LOW,Custom,17.98
CITY OF NEWPORT NEWS,315384 RESTROOM CLEANER 4/10OZHARD SURFACE  TRUSHOT 2.0,2496 DEB USA  INC.,RESTROOM CLEANER,Custom,27.76
CITY OF NEWPORT NEWS,1451-DZ VINYL URINAL SCREEN 1212EA/BX CHERRY SCENT,4430 IMPACT PRODUCTS,URNINAL SCREENS,Custom,9.84
NOBLES BAR & GRILL,RK16 16OZ TRANS CUP 1M/CS,3120 FABRI KAL CORP.,CUP TRANSLUCENT,Custom,45.51
NOBLES BAR & GRILL,RK12 12oz TRANS CUP 1M/CS,3120 FABRI KAL CORP.,CUP TRANSLUCENT,Custom,32.45
NOBLES BAR & GRILL,Y7 7OZ TRANS RIBBED CUP 2500/C,2440 DART CONTAINER CORPORATION,CUP TRANSLUCENT,Custom,52.73
NOBLES BAR & GRILL,RK3 TRANS 3 OZ CUP 2500/CS,3120 FABRI KAL CORP.,CUP TRANSLUCENT,Custom,43.26
NOBLES BAR & GRILL,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,11.64
NOBLES BAR & GRILL,MFW WHITE MULTIFOLD TOWEL 12/334/CSCHESAPEAKE WHT,77 ACI INDUSTRIES,TOWEL MULTIFOLD,Custom,20.20
NOBLES BAR & GRILL,410136 WHT HOUSEHOLD TOWEL 30/85SHT/ROLL 2 PLY 11X8.8,7728 NP&PC - SOFIDEL,TOWEL HOUSEHOLD,Custom,25.12
NOBLES BAR & GRILL,40X46 14MIC Clear Canliner 250/CS40-45 GALLON CORELESS RL 10/25,4075 HERITAGE BAG COMPANY,CANLINER HIGH DENSITY ROLL,Custom,35.37
MAD RIVER BAR & GRILLE,PET12 12OZ PET Clear CUP 1M/CS14OZ FLUSH  PTC14-D98,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,52.19
MAD RIVER BAR & GRILLE,PET16 16OZ CLEAR PET CUP 1MPTC16-D98,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,54.93
MISSION BBQ HAMPTON VA LLC,HK1975A HOUSEHOLD ROLL TOWEL12/CS UNIVERSAL KRAFT 210SHT 12/CS,10620 ESSITY PROFESSIONAL HYGIENE,TOWEL HOUSEHOLD,Custom,27.86
MISSION BBQ HAMPTON VA LLC,MED POWDER FREE GLOVE VINYL 1M10/100  VFM   CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,VINYL GLOVES,Custom,65.67
MISSION BBQ HAMPTON VA LLC,MISSION BBQ KRAFT SHOPPER12X9X15.5 BROWN KRAFT 200/CS,3283 FLEXO CONVERTERS USA  INC.,SHOPPERS BROWN,Custom,49.68
MISSION BBQ HAMPTON VA LLC,2108C-1 8OZ SQUEEZE BOTTLESTOCK 12/CS HINGED WHITE TOP,11545 TABLECRAFT PRODUCTS CO. INC.,SQUEEZE BOTTLES,Custom,6.98
MISSION BBQ HAMPTON VA LLC,CF755-050 5oz ALL PURP Black 1M/,1520 D&W FINE PACK LLC,CONTAINER ALL PURPOSE,Custom,42.27
MISSION BBQ HAMPTON VA LLC,38X60 16MIC Clear Canliner 8/25/CS 60 GALLON,4519 I.B.S. SOLUTIONS CORP,CANLINER HIGH DENSITY ROLL,Custom,24.39
MISSION BBQ HAMPTON VA LLC,SN200V-3L Black FOAM HINGE CONTVENTED  CONTAINER 1-COMPT 200/,3720 GENPAK LLC,CONTAINER HINGED FOAM,Custom,22.24
MISSION BBQ HAMPTON VA LLC,CL255-0501H1 5/8oz FLAT LID 1M,1520 D&W FINE PACK LLC,SINGLE SERVE BOWL/LID,Custom,38.84
MISSION BBQ HAMPTON VA LLC,LCRSAL-22 PET FLAT CLEAR SLOTLID 12-22OZ   1M/CS,3190 GRAPHIC PACKAGING INT'L LLC,LIDS COLD CUP,Custom,20.94
MISSION BBQ HAMPTON VA LLC,59100 9X10 POP UP FOIL 6/500,3900 HFA INC.,FOIL SHEETS,Custom,50.29
MISSION BBQ HAMPTON VA LLC,MENS WHT STRING GLOVE 25DZ/CS*SEE NOTES*,10677 THE SAFETY ZONE LLC,COTTON GLOVES,Custom,94.52
MISSION BBQ HAMPTON VA LLC,SH517 HWPS Black SOUPSPOON 1M/CS,3735 GEORGIA-PACIFIC CORPORATION,CUTLERY HWPS BULK,Custom,26.18
MISSION BBQ HAMPTON VA LLC,82019 HANDI-MAX FULL STEAM PANDEEP   50/CS,3900 HFA INC.,STEAM PAN ALUMINUM,Custom,61.32
MISSION BBQ HAMPTON VA LLC,12" X 15" BBQ TRAY  LINER 2M/CECO NATURAL BUTCHER PAPER,3825 GORDON PAPER COMPANY INC.,BUTCHERS PAPER,Custom,45.74
MISSION BBQ HAMPTON VA LLC,M510032 4-CUP TRAY 300/CS8-32oz,8720 PACTIV LLC,TRAY FIBER,Custom,25.34
MISSION BBQ HAMPTON VA LLC,FH517 HWPS BLACK FORK 1M/CS,3735 GEORGIA-PACIFIC CORPORATION,CUTLERY HWPS BULK,Custom,26.18
MISSION BBQ HAMPTON VA LLC,KH517 HWPS BLACK KNIFE 1M/CS,3735 GEORGIA-PACIFIC CORPORATION,CUTLERY HWPS BULK,Custom,26.18
MISSION BBQ HAMPTON VA LLC,DLTI402SSPET 30OZ CLR PET LID 1M/CS,1023 BERRY GLOBAL,LIDS COLD CUP,Custom,31.95
MISSION BBQ HAMPTON VA LLC,51808 18X500 HEAVY FOIL ROLL,3900 HFA INC.,FOIL ROLLS,Custom,30.91
MISSION BBQ HAMPTON VA LLC,AW182 18X2M ANCHOR WRAP FILMWITH  SLIDE CUTTER,570 ANCHOR PACKAGING INC.,FILM FOODSERVICE,Custom,16.98
MISSION BBQ HAMPTON VA LLC,H180 1 PLY WHT C-FOLD TOWEL12/200/CS 2400/CS,1745 CASCADES TISSUE GROUP,TOWEL C-FOLD,Custom,21.22
RUSTY SCUPPER,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,8.48
THEO'S STEAKS & SPIRITS REHOBO,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,8.48
THEO'S STEAKS & SPIRITS REHOBO,S/S SPONGES S730/6 6/12/CS,11057 SOUTH WING HING,SPONGES METAL,Custom,2.50
THEO'S STEAKS & SPIRITS REHOBO,3# KRAFT SO BAGS 500/BDL18403,2780 DURO HILEX POLY LLC,BAGS GROCERY KRAFT,Custom,6.90
THEO'S STEAKS & SPIRITS REHOBO,6# KRFT SO BAGS  500/CS 6x3-5/8x11  18406,2780 DURO HILEX POLY LLC,BAGS GROCERY KRAFT,Custom,9.35
THEO'S STEAKS & SPIRITS REHOBO,ICE & SNOW MELT GREEN 50#PREMIUM 49/PLT,7386 MELTCO INC.,ICE MELT,Custom,8.61
THEO'S STEAKS & SPIRITS REHOBO,ALO-16BH COLANDER ALUM 16QTEA -,13286 WINCO MFG.,STRAINERS,Custom,16.80
LEVY WASHINGTON NATIONALS,120051 17X17 LINEN LIKE NAPKIN300/CS 1/8FOLD WHT GREEK KEY,4150 HOFFMASTER GROUP INC,NAPKINS DINNER,Custom,23.50
LEVY WASHINGTON NATIONALS,CXP-4347X 43X47 Black Canliner1.7MIL  COEX MICROBAN 100/C,340 ALUF PLASTICS DIVISION,CANLINER LIN/LOW,Custom,17.85
LEVY WASHINGTON NATIONALS,18"X1500' 80GA STRETCH 4/CSHAND FILM,10896 SIGMA STRETCH FILM,PALLET WRAP HAND,Custom,34.60
LEVY WASHINGTON NATIONALS,DPPFCF16T-PPL PP CLEAR LID 1M/FITS 8/12/16T PAPER FOOD CONT,2975 EATERY ESSENTIALS,LID POLYPRO PP FOOD CONTAINER,Custom,40.00
LEVY WASHINGTON NATIONALS,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,8.48
LEVY WASHINGTON NATIONALS,456 FOIL HOT DOG BAG 1M/C3.5X1.5X9 UNPRINTED,8796 BAGCRAFTPAPERCON,BAG HOTDOG,Custom,32.80
LEVY WASHINGTON NATIONALS,DISPENSE-A-NAP-B KRAFT 12/500/INTERFOLD 6.5X8.85,1016 BERK INTERNATIONAL,NAPKINS FOR DISPENSER,Custom,23.00
LEVY WASHINGTON NATIONALS,20603 WHT C-FOLD TOWEL 2400/CSACCLAIM,3735 GEORGIA-PACIFIC CORPORATION,TOWEL C-FOLD,Custom,24.75
LEVY WASHINGTON NATIONALS,17X17 WHITE GEN PURPOSE WIPERSHOP TOWEL CHESAPEAKE 100/CS,1023 BERRY GLOBAL,WIPER HEAVY DUTY,Custom,26.75
CAPTAIN JAMES RESTAURANT,YMI9E 9" BLACK PLASTIC PLATEIMPACT  400/CS,8720 PACTIV LLC,PLATE IMPACT PLASTIC,Custom,42.12
CAPTAIN JAMES RESTAURANT,36/70 KRAFT ROLLCRAB TABLE PAPER  390',3825 GORDON PAPER COMPANY INC.,KRAFT ROLL PAPER,Custom,16.83
CAPTAIN JAMES RESTAURANT,290088 KRAFT TORK ROLL TOWEL 6/700',10620 ESSITY PROFESSIONAL HYGIENE,TOWEL ROLL,Custom,9.293
CAPTAIN JAMES RESTAURANT,38X58 1.7MIL Black Canliner 100/CSVCX-3858X FLAT PK,340 ALUF PLASTICS DIVISION,CANLINER LIN/LOW,Custom,23.74
CAPTAIN JAMES RESTAURANT,PET16 16OZ CLEAR PET CUP 1MPTC16-D98,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,52.82
CAPTAIN JAMES RESTAURANT,168386 2PLY BLACK BEVNAP 2400/2400/CS 10X10,2772 DUNI INC.,NAPKIN BEVERAGE,Custom,34.33
MARYLAND LIVE CASINO,MI7EY 7" BLACK PLASTIC PLATE1M/CS,8720 PACTIV LLC,PLATE IMPACT PLASTIC,Custom,80.00
MARYLAND LIVE CASINO,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,8.48
MARYLAND LIVE CASINO,POWDER FREE GLOVE EXTRA LARGE SYNTHETIC10/100    CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SYNTHETIC GLOVES,Custom,59.45
MARYLAND LIVE CASINO,20603 WHT C-FOLD TOWEL 2400/CSACCLAIM,3735 GEORGIA-PACIFIC CORPORATION,TOWEL C-FOLD,Custom,24.75
MARYLAND LIVE CASINO,LIVE! 12OZ PET COLD CUP 1M/CS14OZ FLUSH,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,45.81
MISS SHIRLEY'S PRATT STREET,500233 4" LACE DOILIES 1M/CS,4150 HOFFMASTER GROUP INC,DOILIES,Custom,4.96
MISS SHIRLEY'S PRATT STREET,1/2"X16' CARTRIDGE RIBBON 6/bxRED/BLACK,4491 INDOOR MEDIA,REGESTER TAP RFS,Custom,7.00
MISS SHIRLEY'S PRATT STREET,RPH144LTBK28 BLACK HAIRNET144/BX 20BX/CS,10200 AMERCARE ROYAL  LLC,HATS/HAIRNETS,Custom,7.70
MISS SHIRLEY'S PRATT STREET,ACM122 12X2M FOODSERVICE FILM,570 ANCHOR PACKAGING INC.,FILM FOODSERVICE,Custom,11.37
MISS SHIRLEY'S PRATT STREET,AW182 18X2M ANCHOR WRAP FILMWITH  SLIDE CUTTER,570 ANCHOR PACKAGING INC.,FILM FOODSERVICE,Custom,19.24
MISS SHIRLEY'S PRATT STREET,83000.18081  21" PASTRY BAG HD10/CS 100/ROLL DISP - STOCK,11707 THERMOHAUSER OF AMERICA INC.,PASTRY BAGS-TIPS,Custom,15.59
MISS SHIRLEY'S PRATT STREET,ACM182 18X2M FOODSERVICE FILM,570 ANCHOR PACKAGING INC.,FILM FOODSERVICE,Custom,12.39
MISS SHIRLEY'S PRATT STREET,1/6 40/40 TWIN SACK KRAFT 400/DW40NP4CES 80091,2780 DURO HILEX POLY LLC,BAG SACKS,Custom,51.70
MISS SHIRLEY'S PRATT STREET,POWDER FREE GLOVE EXTRA LARGE SYNTHETIC10/100    CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SYNTHETIC GLOVES,Custom,81.64
MISS SHIRLEY'S PRATT STREET,200APL 2OZ SOUFFLE LID 2500/CS2OZ AND 1.5OZ  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,LIDS SOUFFLE,Custom,23.35
MISS SHIRLEY'S PRATT STREET,200APBS 2OZ Black PLAS SOUFFLE2500/CS  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SOUFFLE PLASTIC,Custom,24.04
MISS SHIRLEY'S PRATT STREET,8252 CHIX MICROBAN WIPER 150/C13X21 WHITE WITH RED STRIPE MED,1023 BERRY GLOBAL,WIPER FOODSERVICE,Custom,43.87
MISS SHIRLEY'S PRATT STREET,4# KRAFT SO BAGS  500/CS5x3-1/8x9-3/4,669 ROSENBLOOM GROUPE INC.,BAGS GROCERY KRAFT,Custom,9.13
MISS SHIRLEY'S PRATT STREET,WHBRG-6HW 6" COMPOSTABLE HINGE4/100/CS WHITE  SUGARCANE,3711 ECO-PRODUCTS  PBC,FIBER HINGE,Custom,35.79
MISS SHIRLEY'S PRATT STREET,COMPOSTABLE WRP T-SPOON  1M/HIGH HEAT TO 190DEGREES  *SO*,3868 GREEN WAVE INTERNATIONAL INC,CUTLERY COMPOSTABLE,Custom,51.77
MISS SHIRLEY'S PRATT STREET,PET16 16OZ CLEAR PET CUP 1MPTC16-D98,2975 EATERY ESSENTIALS,CUP PET CLEAR,Custom,54.93
MISS SHIRLEY'S PRATT STREET,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,11.64
MISS SHIRLEY'S PRATT STREET,13X7X17 65#BROWN KRAFT SHOPPERRECYC SUPRMART  250/CS,3283 FLEXO CONVERTERS USA  INC.,SHOPPERS BROWN,Custom,56.65
MISS SHIRLEY'S PRATT STREET,LG POWDER FREE VINYL GLOVE 1M/10/100/CS VFL  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,VINYL GLOVES,Custom,82.60
MISS SHIRLEY'S PRATT STREET,FL12PET PET FLAT LID 10/100/CWITH  STRAW SLOT CHESAPEAKE,2975 EATERY ESSENTIALS,LIDS COLD CUP,Custom,18.56
MISS SHIRLEY'S PRATT STREET,MED POWDER FREE GLOVE VINYL 1M10/100  VFM   CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,VINYL GLOVES,Custom,82.60
MISS SHIRLEY'S PRATT STREET,VPL LG VINYL GLOVE 10/100/CSCHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,VINYL GLOVES,Custom,53.90
MISS SHIRLEY'S PRATT STREET,325APBS 3.25OZ Black SOUFFLE2500/CS  PLASTIC  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SOUFFLE PLASTIC,Custom,30.43
MISS SHIRLEY'S PRATT STREET,25# KRAFT SO BAGS  500/CS18424,2780 DURO HILEX POLY LLC,BAGS GROCERY KRAFT,Custom,23.00
CARROT TREE KITCHEN,EXTRA LARGE POWDER FREE VINYL GLOVE 1M/10/100/CS VFX  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,VINYL GLOVES,Custom,54.19
CARROT TREE KITCHEN,FL12PET PET FLAT LID 10/100/CWITH  STRAW SLOT CHESAPEAKE,2975 EATERY ESSENTIALS,LIDS COLD CUP,Custom,18.56
BRIGHTVIEW PERRY HALL,MFK Kraft Multifold Towel 4M/CS,77 ACI INDUSTRIES,TOWEL MULTIFOLD,Custom,12.31
ERS OF CENTRAL VIRGINIA,43X47 XH Black Canliner 100VCX-4347 COEX FLAT PK 1.5MILEQ,340 ALUF PLASTICS DIVISION,CANLINER LIN/LOW,Custom,20.04
ERS OF CENTRAL VIRGINIA,315385 RESTROOM DISINFECTANT4/10OZ MULTI-SURF TRUSHOT 2.0,2496 DEB USA  INC.,DISINFECTANTS,Custom,93.36
PACKAGING CORP OF AMERICA,8J8 8OZ FOAM  CUP  40/25CS,2440 DART CONTAINER CORPORATION,CUP FOAM DRINK,Custom,20.30
PACKAGING CORP OF AMERICA,ESSENTIALS PAPER TOWEL 30/CSPGC74657  40-SHEETS  BOUNTY,6246 ESSENDANT,TOWEL HOUSEHOLD,Custom,29.10
PACKAGING CORP OF AMERICA,*** CXP-4347X 43X47 Black Canliner1.7MIL  COEX MICROBAN 100/C,340 ALUF PLASTICS DIVISION,CANLINER LIN/LOW,Custom,17.85
PACKAGING CORP OF AMERICA,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,8.48
PACKAGING CORP OF AMERICA,28143 CENTER PULL TOWEL 4/560'SOFTPULL,3735 GEORGIA-PACIFIC CORPORATION,TOWEL CENTERPULL,Custom,44.80
PACKAGING CORP OF AMERICA,101104494 GP FORWARD CLEANER,10781 DIVERSEY INC,CLEANER FLOOR,Custom,34.19
PACKAGING CORP OF AMERICA,MOP HEAD #24 RAYON CUT 12/CSWITH 5" BAND,8250 THE O'DELL CORPORATION,MOPS WET,Custom,4.49
ROGGENART ELLICOTT CITY,BLEACH CHLOR-GLO  4/1GAL4942,11158 SPECTRUM SERVICES,DISINFECTANTS,Custom,8.48
ROGGENART ELLICOTT CITY,S/S SPONGES S730/6 6/12/CS,11057 SOUTH WING HING,SPONGES METAL,Custom,2.50
ROGGENART ELLICOTT CITY,4500-88 BLACK UTILITY CART  EASTOCK,8822 RUBBERMAID COMMERCIAL PRODUCTS,UTILITY CARTS,Custom,172.13
ROGGENART ELLICOTT CITY,D253-06 LG BLUE LOOP MOP 6/CSBLEND WB,8822 RUBBERMAID COMMERCIAL PRODUCTS,MOPS WET,Custom,4.20
ROGGENART ELLICOTT CITY,AD04 4oz HINGED DELI CONT 400,3720 GENPAK LLC,CONTAINER DELI,Custom,26.92
ROGGENART ELLICOTT CITY,AD64 64oz HINGED DELI FLAT 200,3720 GENPAK LLC,CONTAINER DELI,Custom,59.25
ROGGENART ELLICOTT CITY,07512 KLING 9% HCL CLEANER12/CS F/BOWL AND URINAL,1065 BETCO CORPORATION,BOWL CLEANER,Custom,1.48
MAD COW GRILL,71037 8/10 OZ WHT FOOD CONT1000/CS,1950 HUHTAMAKI,CONTAINER PAPER FOOD,Custom,63.50
MAD COW GRILL,Heavyweight Polystyrene Black Knife  1m/cs,7665 NATIONAL PAPER & PLASTICS CO.,CUTLERY HWPS BULK,Custom,15.59
MAD COW GRILL,200APBS 2OZ Black PLAS SOUFFLE2500/CS  CHESAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,SOUFFLE PLASTIC,Custom,17.50
MAD COW GRILL,2108C-1 8OZ SQUEEZE BOTTLESTOCK 12/CS HINGED WHITE TOP,11545 TABLECRAFT PRODUCTS CO. INC.,SQUEEZE BOTTLES,Custom,5.76
ARAMARK FOODSERVICE RAVENS,FL12PET PET FLAT LID 10/100/CWITH  STRAW SLOT CHESAPEAKE,2975 EATERY ESSENTIALS,LIDS COLD CUP,Custom,25.00
ARAMARK FOODSERVICE RAVENS,CHPP991B 1-COMP 9" HINGE CONTCHESAPEAKE  150/CS BLACK MFPP,7665 NATIONAL PAPER & PLASTICS CO.,POLYPRO HINGE,Custom,23.00
ARAMARK FOODSERVICE RAVENS,7772-02 ES8 PURELL FOAM SOAP2/1200ML TF HEALTHCARE GENTLE,3790 GOJO INDUSTRIES INC.,SOAP HAND,Custom,36.72
ARAMARK FOODSERVICE RAVENS,130211B 2PLY WIPER 330 2/CSTORK CENTERFEED REFILL,10620 ESSITY PROFESSIONAL HYGIENE,WIPER HEAVY DUTY,Custom,50.84
ARAMARK FOODSERVICE RAVENS,LCRSAL-22 PET FLAT CLEAR SLOTLID 12-22OZ   1M/CS,3190 GRAPHIC PACKAGING INT'L LLC,LIDS COLD CUP,Custom,22.46
ARAMARK FOODSERVICE RAVENS,CHPP66B 6" Black PP HNG CONT 300MFPP CHEAPEAKE,7665 NATIONAL PAPER & PLASTICS CO.,POLYPRO HINGE,Custom,26.00
ARAMARK FOODSERVICE RAVENS,SPIC/SPAN WITH BLEACH 45/CSPGC02010 2.2OZ FLOOR CLEANER,6246 ESSENDANT,CLEANER FLOOR,Custom,38.93
ARAMARK FOODSERVICE RAVENS,DUSSPF5 SMARTSTOCK PP Black FORK960/CS,3735 GEORGIA-PACIFIC CORPORATION,CUTLERY SMARTSTOCK,Custom,44.71
ARAMARK FOODSERVICE RAVENS,7734-01 ES8 PURELL SOAP DISP1/CS GRAPHITE TOUCH-FREE,3790 GOJO INDUSTRIES INC.,DISPENSER SOAP,Custom,12.50
ARAMARK FOODSERVICE RAVENS,Large Black Nitrile Gloves 1M/CS,10200 AMERCARE ROYAL  LLC,NITRILE GLOVES,Custom,87.59
