Account,Header Code/Type ,Document Number,Date,PO#,Original Invoice Amount,Current Total Open Amount,Acme Customer Number,Ship To Network Number
120,RI,INV145472,06/07/2024,DIETARY,1453.53,.00,324797,755000365
120,RI,INV145474,06/07/2024,57106042,4751.00,.00,449302,
120,RI,INV145475,06/07/2024,B04610049921,685.30,.00,272617,461023666
120,RI,INV145477,06/07/2024,B04610049930,1412.31,.00,367089,461367089
120,RI,INV145484,06/07/2024,B04610049908,1402.73,.00,461004,461023502
120,RI,INV145486,06/07/2024,B04610049916,1379.98,.00,272618,461023602
120,RI,INV145490,06/07/2024,57108974,7836.81,.00,449523,449000523
120,RI,INV145491,06/07/2024,B04610049918,691.89,.00,765955,461023327
120,RI,INV145492,06/07/2024,B04610049924,1420.02,.00,772617,461772617
120,RI,INV145494,06/07/2024,B04610049917,667.99,.00,461834,461023834
120,RI,INV145497,06/07/2024,B04610049925,1255.44,.00,367090,461022901
120,RI,INV145529,06/07/2024,B04610049867,1594.15,.00,632334,461022315
120,RI,INV145530,06/07/2024,6/7/24,195.55,.00,737215,
120,RI,INV145534,06/07/2024,B02950002693,3787.18,.00,499301,295000057
120,RI,INV145542,06/07/2024,B04610049906,2334.49,.00,262753,461019901
120,RI,INV145547,06/07/2024,B04610049922,755.50,.00,461971,461019971
120,RI,INV145550,06/07/2024,- None -,81.81,.00,773527,755310566
120,RI,INV145552,06/07/2024,- None -,99.50,.00,773527,755310566
120,RI,INV145553,06/07/2024,B04610049932,812.90,.00,862385,461022033
120,RI,INV145558,06/07/2024,57110389,1524.71,.00,441860,440061860
120,RI,INV145561,06/07/2024,B07550001611,561.60,.00,761100,755000785
120,RI,INV145563,06/07/2024,B07550001610,114.95,.00,761100,755000785
120,RI,INV145564,06/07/2024,- None -,1083.84,.00,773527,755310566
120,RI,INV145568,06/07/2024,B07550001608,1644.64,.00,761100,755000785
120,RI,INV145755,06/07/2024,KACEY GILL,8804.56,.00,920022,092000017
120,RI,INV147732,06/07/2024,CAMBRO,96.38,.00,572645,572052645
120,RI,INV151790,06/07/2024,16315,48929.46,.00,920011,
120,RI,INV152451,06/07/2024,DELMARVA SHOREBIRDS,1595.66,.00,572645,572052645
120,RI,INV145571,06/08/2024,NATS0000028577,2882.78,.00,278496,572020003
120,RI,INV145574,06/08/2024,NATS0000028627,134.94,.00,278496,572020003
120,RI,INV145575,06/08/2024,NATS0000028536,3006.33,.00,278496,572020003
120,RI,INV145578,06/08/2024,NATS0000028585,1058.98,.00,278496,572020003
120,RI,INV145584,06/08/2024,3510,923.43,.00,499301,295003510
120,RI,INV145585,06/08/2024,B04610049934,1508.88,.00,461204,461021204
120,RI,INV145587,06/08/2024,NATS0000028589,57.81,.00,278496,572020003
120,RI,INV145590,06/08/2024,NATS0000028523,3006.33,.00,278496,572020003
120,RI,INV145591,06/08/2024,3480505,229.36,.00,755001,755310568
120,RI,INV145593,06/08/2024,HOUSEKEEPING,1139.42,.00,426644,
120,RI,INV145594,06/08/2024,kristina,318.50,.00,755004,755310571
120,RI,INV145599,06/08/2024,Laundry,1330.13,.00,426644,
120,RI,INV145604,06/08/2024,B04610049929,1234.33,.00,461157,461021157
120,RI,INV145605,06/08/2024,B07550001607,2180.41,.00,755006,755310633
120,RI,INV145606,06/08/2024,56992830,792.93,.00,449956,449000956
120,RI,INV145623,06/08/2024,FILL IN,1185.20,.00,406315,461406315
120,RI,INV145631,06/08/2024,57112005,1292.32,.00,432011,432052999
120,RI,INV145634,06/08/2024,B04610049903,4966.24,.00,407300,461407300
120,RI,INV145639,06/08/2024,B04610049936,1333.74,.00,461801,461021801
120,RI,INV145640,06/08/2024,57109976,2091.82,.00,432010,432053012
120,RI,INV145641,06/08/2024,B04610049920,941.83,.00,545313,461545313
120,RI,INV145652,06/08/2024,57111092,114.95,.00,432010,432053012
120,RI,INV145669,06/08/2024,57111089,1062.73,.00,792426,440026831
120,RI,INV145679,06/08/2024,57113710,1222.07,.00,449224,449000224
120,RI,INV145681,06/08/2024,B04610049900,53.40,.00,461803,461019803
120,RI,INV145683,06/08/2024,57112095,285.59,.00,432012,432053004
120,RI,INV145686,06/08/2024,57076750,758.59,.00,449224,449000224
120,RI,INV145689,06/08/2024,57112471,1909.89,.00,432012,432053004
120,RI,INV145690,06/08/2024,B04610049923,977.05,.00,461803,461019803
120,RI,INV145691,06/08/2024,B04610049931,1844.87,.00,461014,461021014
120,RI,INV145692,06/08/2024,57089772,160.27,.00,432017,432053001
120,RI,INV145693,06/08/2024,ORIOL06957,230.32,.00,572757,572061757
120,RI,INV145694,06/08/2024,ORIOL06396,199.80,.00,572757,572061757
120,RI,INV145695,06/08/2024,ORIOL06670,57.95,.00,572757,572061757
120,RI,INV145700,06/08/2024,ORIOL06727,99.90,.00,572757,572061757
120,RI,INV145703,06/08/2024,ORIOL06544,99.90,.00,572757,572061757
120,RI,INV145704,06/08/2024,57113067,759.77,.00,432017,432053001
120,RI,INV145710,06/08/2024,57097760,173.10,.00,438346,438120346
120,RI,INV145716,06/08/2024,57111541,1315.99,.00,391275,438020348
120,RI,INV145722,06/08/2024,- None -,1835.02,.00,994262,755310573
120,RI,INV145723,06/08/2024,3479965,162.39,.00,562931,
120,RI,INV145729,06/08/2024,B02950002694,2701.82,.00,499301,295003130
120,RI,INV145736,06/08/2024,David,679.40,.00,755002,755310569
120,RI,INV145739,06/08/2024,B07400017967,371.56,.00,740185,740100185
120,RI,INV145744,06/08/2024,Mason,721.13,.00,755003,755310570
120,RI,INV145756,06/10/2024,WILL CALL,105.26,.00,326180,461326180
120,RI,INV145778,06/10/2024,Adam  Overnight FedEx,354.19,.00,461623,461114623
120,RI,INV145779,06/10/2024,- None -,187.94,.00,620203,40000163
120,RI,INV145809,06/10/2024,B04610049864,19.74,.00,859096,461133613
120,RI,INV145822,06/10/2024,B04610049781,52.99,.00,461073,461024073
120,RI,INV145827,06/10/2024,- None -,516.80,.00,722611,
120,RI,INV145835,06/10/2024,57068753,292.72,.00,449302,449352802
120,RI,INV145836,06/10/2024,57104274,292.72,.00,449302,449352802
120,RI,INV145837,06/10/2024,57106042,731.27,.00,449302,
120,RI,INV145838,06/10/2024,B04610049980,50.40,.00,366744,461023113
120,RI,INV145839,06/10/2024,06052024,456.53,.00,801002,801311061
120,RI,INV145840,06/10/2024,B04610049991,60.90,.00,716507,461019406
120,RI,INV145842,06/10/2024,B04610049940,120.01,.00,101889,461008096
120,RI,INV145843,06/10/2024,B04610049963,257.39,.00,461002,461023112
120,RI,INV145847,06/10/2024,B04610049945,812.98,.00,366744,461023113
120,RI,INV145849,06/10/2024,B04610049958,1220.55,.00,461002,461023112
120,RI,INV145850,06/10/2024,B04610049994,1324.01,.00,461030,461019030
120,RI,INV145851,06/10/2024,B04610049965,1335.21,.00,62140,461018974
120,RI,INV145857,06/10/2024,B04610049957,2666.36,.00,461502,461024502
120,RI,INV145859,06/10/2024,B04610049988,2762.76,.00,716507,461019406
120,RI,INV145861,06/10/2024,B04610049995,2069.37,.00,406314,461406314
120,RI,INV145862,06/10/2024,3484401,452.11,.00,408888,370739920
120,RI,INV145872,06/10/2024,B04610050011,115.65,.00,62140,461018974
120,RI,INV145875,06/10/2024,B04610050020,1735.02,.00,461053,461008053
120,RI,INV145876,06/10/2024,B04610050027,1437.50,.00,461691,461008691
120,RI,INV145878,06/10/2024,- None -,1606.67,.00,722611,527022960
120,RI,INV145880,06/10/2024,B04610050037,1587.60,.00,461407,461022407
120,RI,INV145885,06/10/2024,B04610050021,1772.50,.00,461003,461019064
120,RI,INV145890,06/10/2024,B04610049979,1149.61,.00,461073,461024073
120,RI,INV145898,06/10/2024,57095522,32.49,.00,736438,438032093
120,RI,INV145906,06/10/2024,3122,599.63,.00,499301,295003122
120,RI,INV145909,06/10/2024,1010,544.86,.00,499301,295001010
120,RI,INV145910,06/10/2024,57142096,1415.72,.00,736438,438032093
120,RI,INV145911,06/10/2024,Thank you,2589.30,.00,202000,755310524
120,RI,INV145913,06/10/2024,1010,422.09,.00,499301,295001010
120,RI,INV145914,06/10/2024,6416,492.86,.00,499301,295006416
120,RI,INV145915,06/10/2024,B04610049998,2264.01,.00,632333,461017112
120,RI,INV145916,06/10/2024,B04610049944,1145.19,.00,461702,461018702
120,RI,INV145917,06/10/2024,B04610050028,2412.81,.00,509001,461509001
120,RI,INV145918,06/10/2024,B02950002703,4136.21,.00,499301,
120,RI,INV145919,06/10/2024,B04610050017,2200.35,.00,955264,461018052
120,RI,INV145921,06/10/2024,1040,516.43,.00,499301,295001040
120,RI,INV145922,06/10/2024,B04610049883,42.79,.00,812120,461812120
120,RI,INV145924,06/10/2024,B04610049869,12.72,.00,461701,461017601
120,RI,INV145926,06/10/2024,B04610049955,39.98,.00,461011,461017011
120,RI,INV145927,06/10/2024,B04610050026,2227.93,.00,812120,461812120
120,RI,INV145928,06/10/2024,B04610050024,2295.15,.00,461011,461017011
120,RI,INV145929,06/10/2024,B04610050012,3805.39,.00,461701,461017601
120,RI,INV145930,06/10/2024,DIETARY,335.97,.00,324797,755000365
120,RI,INV145936,06/10/2024,B02950002692,173.38,.00,499301,295003023
120,RI,INV145945,06/10/2024,57139222,1862.97,.00,552041,438020262
120,RI,INV145959,06/10/2024,B04610049984,1526.51,.00,62139,461019462
120,RI,INV145960,06/10/2024,B07400017969,518.82,.00,241400,740300167
120,RI,INV145962,06/10/2024,B04610049947,2586.98,.00,580102,461580102
120,RI,INV147718,06/10/2024,CONTINENTAL/NATIONAL REFRIGERATION,5686.13,.00,583410,
120,RI,INV148450,06/10/2024,B06062024,467.44,.00,5540107,554000107
120,RI,INV148451,06/10/2024,B05540000525,1136.34,.00,5540144,554000144
120,RI,INV148452,06/10/2024,D06062024,481.00,.00,5540108,554000108
120,RI,INV148454,06/10/2024,UTC_06/06,715.99,.00,5540150,554000150
120,RI,INV148814,06/10/2024,92385,16484.80,.00,920009,92000009
120,RI,INV149556,06/10/2024,13046,9478.63,.00,920012,
120,RI,INV151789,06/10/2024,92383,41676.00,.00,920009,92000009
120,RI,INV145970,06/11/2024,84AJP00030288,271.28,.00,524390,41040051
120,RI,INV145985,06/11/2024,3486067,1710.91,.00,736673,755000860
120,RI,INV145987,06/11/2024,DCUNI07601,584.61,.00,108003,572036578
120,RI,INV145988,06/11/2024,NATS0000028849,550.72,.00,278496,572020003
120,RI,INV145990,06/11/2024,NATS0000028706,861.07,.00,278496,572020003
120,RI,INV145994,06/11/2024,NATS0000028638,3045.01,.00,278496,572020003
120,RI,INV145995,06/11/2024,NATS0000028498,1307.05,.00,278496,572020003
120,RI,INV145999,06/11/2024,NATS0000028779,48.43,.00,278496,572020003
120,RI,INV146000,06/11/2024,3485317,302.60,.00,593725,755310005
120,RI,INV146002,06/11/2024,NATS0000028775,353.52,.00,278496,572020003
120,RI,INV146004,06/11/2024,NATS0000028757,284.54,.00,278496,572020003
120,RI,INV146005,06/11/2024,NATS0000028736,17699.84,.00,278496,572020003
120,RI,INV146007,06/11/2024,1370,401.99,.00,499301,295001370
120,RI,INV146008,06/11/2024,NATS0000028732,254.81,.00,278496,572020003
120,RI,INV146012,06/11/2024,57136577,1479.76,.00,33047,438044177
120,RI,INV146017,06/11/2024,57125606,2496.30,.00,441862,440161860
120,RI,INV146028,06/11/2024,B04610049959,1382.54,.00,461171,461020171
120,RI,INV146029,06/11/2024,B04610050044,760.29,.00,633233,461020165
120,RI,INV146030,06/11/2024,B04610050014,2354.17,.00,765956,461020155
120,RI,INV146051,06/11/2024,57140515,791.78,.00,432019,432053000
120,RI,INV146057,06/11/2024,B04610050025,2409.96,.00,800857,461800857
120,RI,INV146061,06/11/2024,B04610050008,2553.08,.00,461601,461020601
120,RI,INV146070,06/11/2024,063652,256.68,.00,694007,694000007
120,RI,INV146075,06/11/2024,063549,31.95,.00,694005,694000005
120,RI,INV146076,06/11/2024,B04610049943,3214.53,.00,407303,461022153
120,RI,INV146077,06/11/2024,2004,442.14,.00,499301,295002004
120,RI,INV146080,06/11/2024,B04610050019,1471.64,.00,958980,461022192
120,RI,INV146084,06/11/2024,B04610049954,1956.24,.00,914102,461021740
120,RI,INV146085,06/11/2024,B04610050010,1282.69,.00,328321,461328321
120,RI,INV146086,06/11/2024,063721,653.41,.00,694014,694000014
120,RI,INV146088,06/11/2024,B02950002697,1689.25,.00,499301,295003095
120,RI,INV146089,06/11/2024,B04610049990,1904.98,.00,461074,461021704
120,RI,INV146090,06/11/2024,063732,3062.80,.00,694005,694000005
120,RI,INV146115,06/11/2024,3485483,2977.87,.00,316040,631001736
120,RI,INV146120,06/11/2024,B02950002702,303.96,.00,499301,295003130
120,RI,INV146130,06/11/2024,B04610050031,2714.24,.00,326180,461326180
120,RI,INV146143,06/11/2024,B04610050006,1949.50,.00,407301,461021042
120,RI,INV146152,06/11/2024,504520000128431,398.03,.00,196722,315000739
120,RI,INV146166,06/11/2024,56972573,474.85,.00,469246,438045949
120,RI,INV146167,06/11/2024,56505699,34.45,.00,469246,438045949
120,RI,INV146218,06/11/2024,B04610050004,1329.88,.00,914103,461021117
120,RI,INV146223,06/11/2024,56992378,599.40,.00,702126,434005246
120,RI,INV146231,06/11/2024,B04610049766,111.78,.00,407300,461407300
120,RI,INV146235,06/11/2024,0015,243.10,.00,499301,295000015
120,RI,INV146242,06/11/2024,B04610049975,1234.97,.00,309253,461309253
120,RI,INV146245,06/11/2024,B04610049903,55.89,.00,407300,461407300
120,RI,INV146247,06/11/2024,B04610049950,1385.32,.00,406315,461406315
120,RI,INV146248,06/11/2024,DIETARY,2310.02,.00,473055,
120,RI,INV146251,06/11/2024,B04610050049,853.14,.00,545313,461545313
120,RI,INV146258,06/11/2024,B04610050030,1109.16,.00,739888,461739888
120,RI,INV146269,06/11/2024,B02950002696,553.71,.00,499301,295006480
120,RI,INV146292,06/11/2024,HOUSEKEEPING,334.28,.00,546300,
120,RI,INV146297,06/11/2024,3484403,739.85,.00,692753,
120,RI,INV146299,06/11/2024,Steven,815.11,.00,755003,755310570
120,RI,INV146315,06/11/2024,DIETARY,578.40,.00,426644,
120,RI,INV146339,06/11/2024,B04610050036,1450.27,.00,556807,461556807
120,RI,INV146344,06/11/2024,B04610050029,619.50,.00,461130,461021030
120,RI,INV146360,06/11/2024,3485672,503.35,.00,342646,527000028
120,RI,INV146385,06/11/2024,B02950002698,2812.52,.00,499301,295003395
120,RI,INV146387,06/11/2024,B04610050018,2484.18,.00,262755,461021054
120,RI,INV146391,06/11/2024,HOT CUPS,1645.10,.00,572757,572061757
120,RI,INV146393,06/11/2024,ORIOL06910,1175.21,.00,572757,572061757
120,RI,INV146395,06/11/2024,oriol.6851,592.28,.00,572757,572061757
120,RI,INV146396,06/11/2024,ORIOL06916,118.46,.00,572757,572061757
120,RI,INV146397,06/11/2024,ORIOL06905,78.97,.00,572757,572061757
120,RI,INV146413,06/11/2024,57136036,7143.84,.00,432018,432053003
120,RI,INV146421,06/11/2024,ORIOL07013,145.29,.00,572757,572061757
120,RI,INV146424,06/11/2024,B04610050042,3508.42,.00,309254,461020852
120,RI,INV146440,06/11/2024,57059587,99.98,.00,449056,449031056
120,RI,INV146442,06/11/2024,SEAN,696.13,.00,164371,
120,RI,INV146443,06/11/2024,B04610049981,1084.14,.00,461874,461020874
120,RI,INV146448,06/11/2024,57146388,1977.70,.00,792426,440026831
120,RI,INV146452,06/11/2024,57137406,2085.97,.00,449056,449031056
120,RI,INV146456,06/11/2024,MIKE PARSONS,2583.50,.00,164369,755000382
120,RI,INV146468,06/11/2024,B04610050033,1227.16,.00,194660,461194660
120,RI,INV146545,06/11/2024,lids/trays,762.09,.00,461012,461149525
120,RI,INV146549,06/11/2024,Trays/lids,265.81,.00,461012,461149525
120,RI,INV148449,06/11/2024,B05540000531,901.91,.00,5540139,554000139
120,RI,INV148453,06/11/2024,B05540000530,1440.05,.00,5540138,554000138
120,RI,INV149550,06/11/2024,17333,13747.02,.00,920011,
120,RI,INV153002,06/11/2024,BRIAN BERNER,4632.48,.00,920019,92000008
120,RI,INV158730,06/11/2024,42002476,20420.00,.00,920012,
120,RI,INV146529,06/12/2024,eugenia,102.29,.00,979400,041040047
120,RI,INV146567,06/12/2024,57068753,381.07,.00,449302,449352802
120,RI,INV146569,06/12/2024,B04610050069,85.18,.00,765955,461023327
120,RI,INV146572,06/12/2024,57104274,1343.97,.00,449302,449352802
120,RI,INV146579,06/12/2024,B04610050072,805.44,.00,367090,461022901
120,RI,INV146583,06/12/2024,B04610050081,237.57,.00,272618,461023602
120,RI,INV146598,06/12/2024,B04610050074,813.21,.00,272617,461023666
120,RI,INV146617,06/12/2024,B04610050064,1229.97,.00,765955,461023327
120,RI,INV146619,06/12/2024,B04610050061,909.26,.00,772617,461772617
120,RI,INV146624,06/12/2024,B04610050078,679.51,.00,461834,461023834
120,RI,INV146630,06/12/2024,DN2127000006112,2341.80,.00,187250,187123250
120,RI,INV146646,06/12/2024,- None -,683.19,.00,656100,755310438
120,RI,INV146647,06/12/2024,6416,598.76,.00,499301,295006416
120,RI,INV146653,06/12/2024,57158878,3457.47,.00,552041,438020262
120,RI,INV146654,06/12/2024,B04610050005,15.54,.00,739889,461022601
120,RI,INV146656,06/12/2024,B08010052322,688.50,.00,801294,801311294
120,RI,INV146657,06/12/2024,063116,53.70,.00,694015,694000015
120,RI,INV146660,06/12/2024,063755,1926.17,.00,694015,694000015
120,RI,INV146662,06/12/2024,B07400017974,996.57,.00,252631,
120,RI,INV146664,06/12/2024,B02950002700,1766.84,.00,499301,295007042
120,RI,INV146668,06/12/2024,B04610049996,3169.62,.00,739889,461022601
120,RI,INV146674,06/12/2024,063757,2925.80,.00,694009,694000009
120,RI,INV146675,06/12/2024,- None -,880.93,.00,826244,755000410
120,RI,INV146677,06/12/2024,B02950002705,336.86,.00,499301,295003036
120,RI,INV146684,06/12/2024,B07400017797,12.73,.00,835200,740000152
120,RI,INV146688,06/12/2024,NATS0000028754,822.89,.00,278496,572020003
120,RI,INV146691,06/12/2024,NATS000028278,1647.52,.00,278496,572020003
120,RI,INV146692,06/12/2024,NATS0000027667,150.56,.00,278496,572020003
120,RI,INV146711,06/12/2024,B07400017976,307.02,.00,835200,740000152
120,RI,INV146726,06/12/2024,HOUSEKEEPING,548.78,.00,661995,
120,RI,INV146740,06/12/2024,sanitizer dispensers,.11,.00,661995,
120,RI,INV146761,06/12/2024,3487979,687.60,.00,661995,
120,RI,INV146762,06/12/2024,HOUSEKEEPING,1059.70,.00,661995,
120,RI,INV146765,06/12/2024,57166379,738.41,.00,440995,440157995
120,RI,INV146768,06/12/2024,3488200,104.25,.00,661995,
120,RI,INV146777,06/12/2024,B04610050065,1598.52,.00,862385,461022033
120,RI,INV146779,06/12/2024,3488055,517.40,.00,736673,755000860
120,RI,INV146780,06/12/2024,3489011,252.14,.00,583410,
120,RI,INV146783,06/12/2024,CENTRAL SUPPLY,290.39,.00,661995,
120,RI,INV146792,06/12/2024,3488182,172.36,.00,661995,
120,RI,INV146794,06/12/2024,B04610050067,1682.09,.00,407303,461022153
120,RI,INV146798,06/12/2024,CENTRAL SUPPLY,487.50,.00,583410,
120,RI,INV146802,06/12/2024,1730,260.55,.00,499301,295001730
120,RI,INV146813,06/12/2024,3470292,311.32,.00,546300,
120,RI,INV146818,06/12/2024,B08010051833,32.83,.00,164064,801300002
120,RI,INV146824,06/12/2024,B08010050467,90.85,.00,164064,801300004
120,RI,INV146826,06/12/2024,B08010051834,57.11,.00,164064,801300004
120,RI,INV146827,06/12/2024,B08010050470,60.61,.00,164064,801300002
120,RI,INV146842,06/12/2024,6/10/24,885.93,.00,830600,631000708
120,RI,INV146848,06/12/2024,CENTRAL SUPPLY,1012.23,.00,546300,
120,RI,INV146853,06/12/2024,3485838,922.84,.00,515700,527023439
120,RI,INV146860,06/12/2024,B08010053298,1122.43,.00,192752,801310733
120,RI,INV146874,06/12/2024,HOUSEKEEPING,1488.56,.00,426644,
120,RI,INV146876,06/12/2024,Central Supply,254.27,.00,515700,527023439
120,RI,INV146896,06/12/2024,B04610050077,307.34,.00,914103,461021117
120,RI,INV146898,06/12/2024,57137406,287.65,.00,449056,449031056
120,RI,INV146899,06/12/2024,HOUSEKEEPING,1160.02,.00,515700,527023439
120,RI,INV146922,06/12/2024,Housekeeping 3484506,468.31,.00,562931,
120,RI,INV146927,06/12/2024,Housekeeping/Debbie,435.85,.00,766201,
120,RI,INV146928,06/12/2024,57150378,790.71,.00,432017,432053001
120,RI,INV146930,06/12/2024,Laundry  3484505,706.74,.00,562931,
120,RI,INV146937,06/12/2024,HOUSEKEEPING,2303.15,.00,766201,
120,RI,INV146941,06/12/2024,57157177,3190.49,.00,432109,432153009
120,RI,INV146943,06/12/2024,- None -,1268.74,.00,771562,755310567
120,RI,INV146949,06/12/2024,3489106  DIETARY,2367.71,.00,766201,527062185
120,RI,INV146954,06/12/2024,ORIOL07027,1139.00,.00,572757,572061757
120,RI,INV146958,06/12/2024,57157252,815.65,.00,438593,438122593
120,RI,INV146959,06/12/2024,3488774,894.91,.00,562931,
120,RI,INV146961,06/12/2024,- None -,1273.53,.00,773527,755310566
120,RI,INV146962,06/12/2024,- None -,167.50,.00,773527,755310566
120,RI,INV146972,06/12/2024,ORIOL07061,8166.16,.00,572757,572061757
120,RI,INV146973,06/12/2024,B02950002704,1170.21,.00,499301,295003133
120,RI,INV146979,06/12/2024,Dietary,62.26,.00,820100,
120,RI,INV146981,06/12/2024,- None -,448.75,.00,755004,755310571
120,RI,INV146982,06/12/2024,- None -,188.68,.00,556807,461556807
120,RI,INV146983,06/12/2024,Dietary,855.39,.00,820100,
120,RI,INV146984,06/12/2024,3460356,31.13,.00,820100,
120,RI,INV147005,06/12/2024,B04610050071,2220.64,.00,407300,461407300
120,RI,INV147006,06/12/2024,B04610050082,130.70,.00,407300,461407300
120,RI,INV147012,06/12/2024,B02950002706,639.57,.00,499301,295003135
120,RI,INV147014,06/12/2024,57158958,4634.04,.00,432010,432053012
120,RI,INV147020,06/12/2024,PAPER611,1116.26,.00,406001,406000001
120,RI,INV147086,06/12/2024,B04610050023,37.34,.00,793386,461132765
120,RI,INV147088,06/12/2024,B04610049983,73.60,.00,391067,461137129
120,RI,INV147091,06/12/2024,B04610049911,331.55,.00,652927,461152927
120,RI,INV147094,06/12/2024,B04610049956,262.58,.00,593652,461115205
120,RI,INV147096,06/12/2024,B04610049977,222.11,.00,545316,461137214
120,RI,INV147115,06/12/2024,B04610050059,261.81,.00,461334,461133334
120,RI,INV147116,06/12/2024,TOP LOADER  ATTN: Bonnie Kurtis,54.40,.00,309618,461133511
120,RI,INV147118,06/12/2024,57136577,139.90,.00,33047,438044177
120,RI,INV147759,06/12/2024,3489435,51.71,.00,583410,
120,RI,INV148354,06/12/2024,Bobrick,70.00,.00,461053,461008053
120,RI,INV148376,06/12/2024,NEMCO,161.78,.00,593652,461115205
120,RI,INV148906,06/12/2024,B05540000535,306.20,.00,5540136,554000136
120,RI,INV147089,06/13/2024,57117487,72.50,.00,432007,432053002
120,RI,INV147107,06/13/2024,57137120,72.90,.00,432007,432053002
120,RI,INV147134,06/13/2024,B04610048482,132.87,.00,461407,461022407
120,RI,INV147137,06/13/2024,DJMES,44.88,.00,136417,631005749
120,RI,INV147140,06/13/2024,OPSSOAP,3000.80,.00,136417,631005744
120,RI,INV147142,06/13/2024,TISSUE OPS,4379.76,.00,136417,631005744
120,RI,INV147144,06/13/2024,TISSUE JBMS,5574.24,.00,136417,631005754
120,RI,INV147151,06/13/2024,57153597,5531.77,.00,449010,449010000
120,RI,INV147155,06/13/2024,2001126189,7769.55,.00,120109,459000001
120,RI,INV147163,06/13/2024,B04610050076,24.50,.00,367089,461367089
120,RI,INV147169,06/13/2024,B04610050105,1287.89,.00,461002,461023112
120,RI,INV147171,06/13/2024,Blair,632.19,.00,395170,401024502
120,RI,INV147173,06/13/2024,B04610050108,25.44,.00,461002,461023112
120,RI,INV147174,06/13/2024,B04610050110,1700.45,.00,366744,461023113
120,RI,INV147177,06/13/2024,B04610050106,22.79,.00,461002,461023112
120,RI,INV147185,06/13/2024,B04610050116,1704.91,.00,406314,461406314
120,RI,INV147186,06/13/2024,B04610050124,1171.22,.00,461407,461022407
120,RI,INV147196,06/13/2024,B04610050136,1370.00,.00,461073,461024073
120,RI,INV147205,06/13/2024,B04610050129,565.95,.00,461834,461023834
120,RI,INV147207,06/13/2024,B04610050147,94.30,.00,366744,461023113
120,RI,INV147209,06/13/2024,B04610050125,1131.30,.00,367089,461367089
120,RI,INV147211,06/13/2024,57016420,55.39,.00,440995,440157995
120,RI,INV147213,06/13/2024,57163425,1178.35,.00,441860,440061860
120,RI,INV147233,06/13/2024,57175842,2565.88,.00,469246,438045949
120,RI,INV147244,06/13/2024,1030,623.57,.00,499301,295001030
120,RI,INV147253,06/13/2024,3122,1524.93,.00,499301,295003122
120,RI,INV147254,06/13/2024,0047,91.90,.00,499301,
120,RI,INV147260,06/13/2024,56772693,430.80,.00,434001,434011464
120,RI,INV147266,06/13/2024,56877461,86.16,.00,434001,434011464
120,RI,INV147267,06/13/2024,B04610049754,530.96,.00,262753,461019901
120,RI,INV147273,06/13/2024,Rack,213.07,.00,580102,461580102
120,RI,INV147278,06/13/2024,392010,1620.77,.00,392010,
120,RI,INV147279,06/13/2024,B04610050089,1198.58,.00,62139,461019462
120,RI,INV147280,06/13/2024,B04610050091,4638.04,.00,580102,461580102
120,RI,INV147285,06/13/2024,B04610050087,1778.34,.00,632334,461022315
120,RI,INV147294,06/13/2024,B04060002832,768.74,.00,406005,406000009
120,RI,INV147295,06/13/2024,3490836,464.60,.00,527001,527000241
120,RI,INV147296,06/13/2024,B04610050118,3212.29,.00,262753,461019901
120,RI,INV147302,06/13/2024,3490646,305.46,.00,593725,755310005
120,RI,INV147307,06/13/2024,B04610050123,96.53,.00,262753,461019901
120,RI,INV147311,06/13/2024,57174009,4610.78,.00,434001,434011464
120,RI,INV147327,06/13/2024,57164921,113.50,.00,432013,432053005
120,RI,INV147329,06/13/2024,B04610049462,97.47,.00,461014,461021014
120,RI,INV147332,06/13/2024,57139329,54.85,.00,432012,432053004
120,RI,INV147335,06/13/2024,57165237,897.75,.00,432013,432053005
120,RI,INV147337,06/13/2024,B04610050102,4550.82,.00,461014,461021014
120,RI,INV147342,06/13/2024,1731,28.50,.00,499301,295001731
120,RI,INV147344,06/13/2024,57175726,127.42,.00,432012,432053004
120,RI,INV147348,06/13/2024,57175884,2117.25,.00,432012,432053004
120,RI,INV147352,06/13/2024,06112024,1215.07,.00,180501,572044317
120,RI,INV147384,06/13/2024,B04610050097,1925.41,.00,461971,461019971
120,RI,INV147398,06/13/2024,3133,119.20,.00,499301,295003133
120,RI,INV147412,06/13/2024,677644,335.23,.00,7370058,737000058
120,RI,INV147416,06/13/2024,06/12/2024,577.86,.00,406022,406000024
120,RI,INV147419,06/13/2024,B07370000247,114.08,.00,7370058,737000058
120,RI,INV147422,06/13/2024,56992830,105.72,.00,449956,449000956
120,RI,INV147426,06/13/2024,57175391,2159.27,.00,432011,432052999
120,RI,INV147439,06/13/2024,Rebecca,2163.70,.00,572645,572052645
120,RI,INV147443,06/13/2024,B04610050127,2351.92,.00,461801,461021801
120,RI,INV147452,06/13/2024,B04610050128,2237.81,.00,461803,461019803
120,RI,INV147456,06/13/2024,57175166,406.47,.00,449621,449023621
120,RI,INV147458,06/13/2024,57158878,104.72,.00,552041,438020262
120,RI,INV147466,06/13/2024,NATS0000028863,21.62,.00,278496,572020003
120,RI,INV147469,06/13/2024,3510,958.48,.00,499301,295003510
120,RI,INV147472,06/13/2024,NATS0000028888,1150.50,.00,278496,572020003
120,RI,INV147476,06/13/2024,57175918,653.11,.00,552041,438020262
